loan_id,original_balance,credit_score_band,ltv_band,dti_band,state,loan_purpose,occupancy_type,property_type,vintage
LN0001362,102616,Good,75-90,28-36,NY,Refinance,PrimaryResidence,SingleFamily,2018
LN0001363,398145,Fair,60-75,>43,WA,CashOut,Investment,SingleFamily,2021
LN0001364,167021,Excellent,<=60,28-36,NV,Purchase,PrimaryResidence,SingleFamily,2022
LN0001365,191776,Good,>90,36-43,TX,Purchase,Investment,Townhouse,2022
LN0001366,229066,Good,60-75,>43,FL,Purchase,SecondHome,Townhouse,2022
LN0001367,103629,Excellent,60-75,<=28,WA,Refinance,PrimaryResidence,SingleFamily,2021
LN0001368,243688,Excellent,60-75,36-43,TX,Refinance,PrimaryResidence,Condo,2021
LN0001369,161166,Excellent,75-90,36-43,WA,Purchase,PrimaryResidence,Condo,2018
LN0001370,230233,Good,75-90,36-43,TX,Purchase,Investment,Townhouse,2019
LN0001371,148891,Excellent,>90,<=28,AZ,Purchase,PrimaryResidence,SingleFamily,2021
LN0001372,90530,Poor,<=60,28-36,OH,Purchase,SecondHome,SingleFamily,2022
LN0001373,160542,Good,>90,<=28,CA,Purchase,Investment,SingleFamily,2022
LN0001374,273864,Fair,75-90,>43,WA,Refinance,PrimaryResidence,Condo,2021
LN0001375,242081,Poor,60-75,<=28,FL,CashOut,PrimaryResidence,SingleFamily,2018
LN0001376,201887,Excellent,60-75,<=28,WA,Refinance,PrimaryResidence,SingleFamily,2022
LN0001377,311472,Fair,60-75,>43,WA,CashOut,PrimaryResidence,MultiUnit,2019
LN0001378,179548,Poor,>90,28-36,NV,CashOut,SecondHome,MultiUnit,2018
LN0001379,204462,Fair,60-75,28-36,TX,Refinance,PrimaryResidence,SingleFamily,2021
LN0001380,156391,Good,60-75,28-36,WA,Refinance,PrimaryResidence,SingleFamily,2018
LN0001381,320715,Good,75-90,36-43,NV,Refinance,PrimaryResidence,SingleFamily,2019
LN0001382,229983,Excellent,>90,<=28,TX,Refinance,SecondHome,SingleFamily,2021
LN0001383,150470,Good,75-90,28-36,FL,Purchase,PrimaryResidence,SingleFamily,2022
LN0001384,94417,Poor,75-90,28-36,OH,Purchase,PrimaryResidence,SingleFamily,2022
LN0001385,345407,Poor,<=60,28-36,TX,Refinance,PrimaryResidence,SingleFamily,2018
LN0001386,137031,Excellent,>90,28-36,FL,CashOut,SecondHome,Townhouse,2018
LN0001387,206082,Fair,60-75,<=28,NV,Refinance,PrimaryResidence,SingleFamily,2022
LN0001388,644544,Good,<=60,36-43,WA,Purchase,PrimaryResidence,SingleFamily,2019
LN0001389,296782,Poor,>90,<=28,CA,Refinance,SecondHome,SingleFamily,2018
LN0001390,444886,Excellent,60-75,28-36,AZ,Refinance,PrimaryResidence,MultiUnit,2020
LN0001391,151893,Poor,<=60,28-36,WA,Refinance,PrimaryResidence,SingleFamily,2021
LN0001392,339587,Fair,75-90,28-36,IL,Purchase,PrimaryResidence,SingleFamily,2022
LN0001393,201457,Excellent,60-75,36-43,NV,Purchase,PrimaryResidence,SingleFamily,2020
LN0001394,238710,Excellent,<=60,28-36,NY,Purchase,PrimaryResidence,SingleFamily,2021
LN0001395,546025,Fair,75-90,>43,NY,CashOut,PrimaryResidence,SingleFamily,2020
LN0001396,172936,Excellent,75-90,36-43,WA,Purchase,PrimaryResidence,Condo,2022
LN0001397,200712,Good,75-90,36-43,FL,CashOut,PrimaryResidence,SingleFamily,2020
LN0001398,126549,Poor,<=60,36-43,TX,Purchase,PrimaryResidence,Condo,2021
LN0001399,309971,Good,75-90,<=28,TX,CashOut,PrimaryResidence,SingleFamily,2022
LN0001400,150194,Good,75-90,>43,NY,Purchase,PrimaryResidence,Condo,2022
LN0001401,331490,Good,<=60,36-43,CA,Refinance,PrimaryResidence,Townhouse,2020
LN0001402,87120,Excellent,60-75,28-36,WA,Refinance,PrimaryResidence,SingleFamily,2020
LN0001403,261533,Poor,<=60,<=28,NV,Refinance,Investment,MultiUnit,2020
LN0001404,144084,Good,60-75,<=28,FL,Refinance,PrimaryResidence,SingleFamily,2018
LN0001405,286432,Excellent,<=60,36-43,CA,Purchase,SecondHome,Condo,2019
LN0001406,197446,Good,75-90,28-36,CA,Purchase,PrimaryResidence,SingleFamily,2021
LN0001407,152105,Poor,>90,36-43,TX,Purchase,PrimaryResidence,Townhouse,2018
LN0001408,163852,Excellent,60-75,28-36,WA,Refinance,PrimaryResidence,SingleFamily,2021
LN0001409,129937,Poor,75-90,28-36,IL,Refinance,PrimaryResidence,SingleFamily,2020
LN0001410,302214,Fair,60-75,<=28,IL,Purchase,Investment,SingleFamily,2020
LN0001411,117674,Fair,<=60,<=28,OH,Refinance,PrimaryResidence,SingleFamily,2022
LN0001412,173939,Poor,75-90,<=28,NY,Purchase,PrimaryResidence,Condo,2019
LN0001413,236243,Fair,60-75,36-43,GA,Purchase,PrimaryResidence,Condo,2021
LN0001414,445408,Poor,>90,28-36,NV,Purchase,PrimaryResidence,SingleFamily,2021
LN0001415,197867,Excellent,60-75,>43,TX,Refinance,PrimaryResidence,Condo,2022
LN0001416,176088,Fair,<=60,36-43,TX,Purchase,PrimaryResidence,SingleFamily,2022
LN0001417,227935,Good,60-75,36-43,FL,CashOut,Investment,Condo,2020
LN0001418,70492,Good,60-75,28-36,TX,Refinance,PrimaryResidence,SingleFamily,2019
LN0001419,109171,Poor,>90,36-43,AZ,Refinance,PrimaryResidence,SingleFamily,2021
LN0001420,164771,Poor,75-90,>43,AZ,Purchase,PrimaryResidence,SingleFamily,2022
LN0001421,139178,Fair,60-75,36-43,WA,Refinance,PrimaryResidence,SingleFamily,2019
LN0001422,89284,Good,60-75,<=28,TX,CashOut,PrimaryResidence,Condo,2019
LN0001423,305250,Good,75-90,36-43,AZ,Refinance,PrimaryResidence,Townhouse,2020
LN0001424,226359,Good,75-90,<=28,NV,Purchase,Investment,SingleFamily,2018
LN0001425,213231,Good,<=60,<=28,IL,Purchase,PrimaryResidence,SingleFamily,2019
LN0001426,140505,Good,<=60,36-43,GA,Purchase,PrimaryResidence,SingleFamily,2018
LN0001427,206839,Excellent,<=60,36-43,GA,Purchase,PrimaryResidence,Condo,2021
LN0001428,257101,Excellent,60-75,<=28,WA,Refinance,PrimaryResidence,SingleFamily,2020
LN0001429,174129,Fair,60-75,<=28,NY,Purchase,PrimaryResidence,Condo,2021
LN0001430,248273,Good,<=60,>43,FL,Refinance,PrimaryResidence,Condo,2018
LN0001431,133515,Poor,60-75,<=28,FL,Purchase,SecondHome,SingleFamily,2020
LN0001432,208718,Fair,60-75,<=28,NY,Refinance,PrimaryResidence,Townhouse,2021
LN0001433,351951,Excellent,<=60,36-43,OH,CashOut,Investment,SingleFamily,2021
LN0001434,368063,Excellent,>90,36-43,AZ,Purchase,Investment,Condo,2021
LN0001435,386077,Excellent,75-90,28-36,TX,Purchase,PrimaryResidence,SingleFamily,2018
LN0001436,229299,Poor,60-75,28-36,CA,Refinance,SecondHome,SingleFamily,2020
LN0001437,201956,Excellent,60-75,28-36,IL,Purchase,PrimaryResidence,SingleFamily,2020
LN0001438,158832,Good,60-75,<=28,OH,Refinance,PrimaryResidence,Condo,2022
LN0001439,80519,Poor,>90,36-43,WA,CashOut,PrimaryResidence,SingleFamily,2021
LN0001440,101473,Poor,75-90,36-43,AZ,Refinance,PrimaryResidence,MultiUnit,2022
LN0001441,182767,Excellent,60-75,28-36,OH,CashOut,PrimaryResidence,SingleFamily,2018
LN0001442,188312,Excellent,>90,28-36,OH,Purchase,SecondHome,SingleFamily,2020
LN0001443,402766,Excellent,75-90,28-36,WA,Purchase,PrimaryResidence,Condo,2021
LN0001444,383616,Excellent,75-90,<=28,CA,Purchase,PrimaryResidence,SingleFamily,2018
LN0001445,141034,Excellent,60-75,28-36,TX,Refinance,PrimaryResidence,SingleFamily,2021
LN0001446,299288,Good,<=60,<=28,OH,Purchase,Investment,SingleFamily,2019
LN0001447,156602,Poor,75-90,36-43,NY,Purchase,PrimaryResidence,SingleFamily,2018
LN0001448,279653,Good,60-75,28-36,OH,CashOut,PrimaryResidence,SingleFamily,2021
LN0001449,297452,Fair,75-90,36-43,NY,Purchase,PrimaryResidence,SingleFamily,2020
LN0001450,369921,Excellent,75-90,28-36,CA,Purchase,Investment,Condo,2020
LN0001451,155387,Fair,60-75,36-43,GA,Purchase,PrimaryResidence,MultiUnit,2019
LN0001452,330100,Fair,60-75,>43,AZ,Purchase,PrimaryResidence,SingleFamily,2021
LN0001453,77932,Poor,60-75,28-36,IL,Purchase,PrimaryResidence,Condo,2021
LN0001454,380068,Poor,60-75,<=28,TX,Purchase,PrimaryResidence,SingleFamily,2021
LN0001455,196318,Good,75-90,36-43,IL,Purchase,PrimaryResidence,SingleFamily,2021
LN0001456,198418,Excellent,75-90,<=28,NV,Refinance,SecondHome,SingleFamily,2021
LN0001457,71774,Excellent,60-75,<=28,NY,Purchase,PrimaryResidence,SingleFamily,2018
LN0001458,163679,Good,75-90,<=28,CA,Refinance,PrimaryResidence,SingleFamily,2018
LN0001459,391499,Poor,60-75,>43,OH,Refinance,Investment,SingleFamily,2022
LN0001460,160596,Good,75-90,<=28,FL,Refinance,PrimaryResidence,SingleFamily,2019
LN0001461,284000,Fair,60-75,28-36,CA,CashOut,PrimaryResidence,SingleFamily,2020
LN0001462,202253,Good,75-90,28-36,GA,Purchase,PrimaryResidence,SingleFamily,2019
LN0001463,338180,Excellent,75-90,36-43,NY,Purchase,PrimaryResidence,SingleFamily,2022
LN0001464,218764,Good,60-75,28-36,TX,Purchase,PrimaryResidence,SingleFamily,2022
LN0001465,124753,Fair,75-90,>43,CA,Purchase,PrimaryResidence,Condo,2020
LN0001466,204479,Fair,>90,36-43,TX,Refinance,PrimaryResidence,SingleFamily,2021
LN0001467,442682,Good,60-75,28-36,TX,Refinance,Investment,SingleFamily,2020
LN0001468,254949,Excellent,75-90,28-36,CA,Purchase,PrimaryResidence,SingleFamily,2021
LN0001469,187545,Fair,>90,36-43,NY,Purchase,PrimaryResidence,SingleFamily,2022
LN0001470,614074,Excellent,>90,36-43,AZ,CashOut,PrimaryResidence,Condo,2021
LN0001471,354905,Poor,60-75,28-36,NY,Refinance,SecondHome,Condo,2018
LN0001472,299050,Excellent,75-90,28-36,CA,Purchase,PrimaryResidence,SingleFamily,2020
LN0001473,232971,Excellent,>90,<=28,AZ,CashOut,PrimaryResidence,SingleFamily,2022
LN0001474,286397,Good,75-90,<=28,GA,Refinance,Investment,SingleFamily,2018
LN0001475,291083,Good,<=60,<=28,NV,Purchase,PrimaryResidence,MultiUnit,2019
LN0001476,66742,Good,<=60,<=28,WA,Purchase,SecondHome,Condo,2019
LN0001477,242187,Good,75-90,<=28,IL,Refinance,PrimaryResidence,SingleFamily,2021
LN0001478,183431,Poor,60-75,>43,WA,Purchase,SecondHome,Townhouse,2018
LN0001479,154834,Good,60-75,36-43,CA,CashOut,PrimaryResidence,SingleFamily,2021
LN0001480,180282,Good,60-75,36-43,NY,Refinance,Investment,Townhouse,2018
LN0001481,91315,Good,75-90,36-43,IL,Refinance,PrimaryResidence,SingleFamily,2022
LN0001482,80635,Excellent,60-75,36-43,FL,Refinance,PrimaryResidence,SingleFamily,2019
LN0001483,370738,Good,>90,<=28,AZ,CashOut,SecondHome,SingleFamily,2020
LN0001484,250466,Excellent,75-90,36-43,NV,Purchase,PrimaryResidence,SingleFamily,2021
LN0001485,59485,Fair,>90,28-36,IL,Purchase,PrimaryResidence,Condo,2019
LN0001486,149015,Excellent,>90,28-36,OH,Refinance,PrimaryResidence,SingleFamily,2018
LN0001487,308746,Poor,60-75,>43,FL,Purchase,PrimaryResidence,SingleFamily,2022
LN0001488,172817,Good,75-90,>43,NV,Refinance,PrimaryResidence,SingleFamily,2018
LN0001489,370460,Poor,<=60,<=28,OH,Refinance,PrimaryResidence,Townhouse,2020
LN0001490,336003,Good,>90,36-43,OH,Purchase,PrimaryResidence,Townhouse,2018
LN0001491,100875,Excellent,60-75,<=28,WA,Purchase,PrimaryResidence,SingleFamily,2021
LN0001492,185041,Fair,75-90,<=28,AZ,Refinance,PrimaryResidence,SingleFamily,2019
LN0001493,158888,Fair,75-90,<=28,WA,Purchase,PrimaryResidence,SingleFamily,2022
LN0001494,99248,Fair,<=60,<=28,NV,Purchase,PrimaryResidence,SingleFamily,2019
LN0001495,96072,Good,75-90,36-43,GA,Purchase,PrimaryResidence,Townhouse,2021
LN0001496,132851,Fair,<=60,28-36,IL,Purchase,PrimaryResidence,Condo,2018
LN0001497,144283,Poor,60-75,<=28,FL,Refinance,PrimaryResidence,Condo,2018
LN0001498,229031,Fair,60-75,>43,NV,CashOut,PrimaryResidence,SingleFamily,2019
LN0001499,335074,Good,60-75,28-36,CA,Refinance,PrimaryResidence,Condo,2022
LN0001500,256997,Fair,75-90,28-36,CA,Refinance,PrimaryResidence,Townhouse,2022
LN0001501,289290,Fair,>90,28-36,CA,Purchase,PrimaryResidence,Townhouse,2021
LN0001502,173979,Poor,60-75,28-36,TX,CashOut,PrimaryResidence,SingleFamily,2019
LN0001503,268740,Good,75-90,28-36,FL,CashOut,PrimaryResidence,SingleFamily,2019
LN0001504,184575,Good,>90,36-43,IL,Refinance,PrimaryResidence,Townhouse,2019
LN0001505,159414,Fair,75-90,>43,FL,Purchase,PrimaryResidence,SingleFamily,2019
LN0001506,513266,Good,<=60,28-36,IL,Purchase,PrimaryResidence,SingleFamily,2020
LN0001507,61992,Fair,>90,28-36,IL,Purchase,Investment,SingleFamily,2021
LN0001508,77912,Good,<=60,<=28,IL,Purchase,PrimaryResidence,SingleFamily,2019
LN0001509,240710,Excellent,75-90,>43,CA,Purchase,PrimaryResidence,MultiUnit,2018
LN0001510,174121,Fair,75-90,28-36,WA,CashOut,SecondHome,Townhouse,2020
LN0001511,96907,Excellent,75-90,28-36,FL,Purchase,PrimaryResidence,Townhouse,2019
LN0001512,117323,Excellent,<=60,>43,WA,Purchase,PrimaryResidence,SingleFamily,2020
LN0001513,125216,Fair,<=60,28-36,CA,CashOut,PrimaryResidence,Townhouse,2021
LN0001514,310571,Fair,75-90,<=28,AZ,CashOut,PrimaryResidence,SingleFamily,2022
LN0001515,364472,Poor,<=60,28-36,OH,Purchase,PrimaryResidence,SingleFamily,2020
LN0001516,451252,Good,60-75,28-36,NY,Purchase,PrimaryResidence,SingleFamily,2022
LN0001517,89813,Excellent,75-90,>43,NY,Refinance,PrimaryResidence,Condo,2019
LN0001518,100351,Poor,75-90,28-36,NY,CashOut,Investment,Townhouse,2021
LN0001519,96972,Excellent,60-75,<=28,NV,Refinance,PrimaryResidence,MultiUnit,2022
LN0001520,378673,Excellent,60-75,28-36,OH,Purchase,SecondHome,Townhouse,2019
LN0001521,244901,Good,>90,28-36,IL,Refinance,PrimaryResidence,SingleFamily,2021
LN0001522,206922,Good,60-75,<=28,GA,Refinance,PrimaryResidence,Condo,2020
LN0001523,222974,Poor,<=60,>43,CA,Purchase,SecondHome,SingleFamily,2022
LN0001524,193225,Fair,60-75,<=28,AZ,Purchase,PrimaryResidence,Condo,2019
LN0001525,113485,Fair,60-75,>43,WA,CashOut,PrimaryResidence,Condo,2022
LN0001526,256937,Excellent,>90,36-43,NY,Refinance,PrimaryResidence,SingleFamily,2021
LN0001527,181122,Good,60-75,<=28,GA,Purchase,PrimaryResidence,SingleFamily,2021
LN0001528,109080,Good,<=60,36-43,CA,Refinance,SecondHome,SingleFamily,2018
LN0001529,264909,Excellent,60-75,36-43,IL,Refinance,PrimaryResidence,MultiUnit,2018
LN0001530,160669,Good,<=60,36-43,NV,Purchase,SecondHome,SingleFamily,2021
LN0001531,222735,Good,60-75,28-36,OH,Purchase,PrimaryResidence,SingleFamily,2020
LN0001532,186747,Excellent,>90,<=28,CA,Purchase,SecondHome,Townhouse,2019
LN0001533,310422,Good,75-90,<=28,WA,CashOut,PrimaryResidence,SingleFamily,2022
LN0001534,221922,Fair,<=60,36-43,GA,Purchase,PrimaryResidence,SingleFamily,2020
LN0001535,127790,Excellent,60-75,<=28,WA,Refinance,SecondHome,Condo,2020
LN0001536,233515,Good,<=60,<=28,NY,Refinance,PrimaryResidence,SingleFamily,2019
LN0001537,237362,Fair,<=60,28-36,GA,CashOut,PrimaryResidence,SingleFamily,2022
LN0001538,256700,Fair,75-90,<=28,IL,CashOut,SecondHome,Condo,2019
LN0001539,333679,Fair,60-75,36-43,NV,CashOut,PrimaryResidence,SingleFamily,2019
LN0001540,146094,Good,75-90,36-43,AZ,CashOut,PrimaryResidence,SingleFamily,2021
LN0001541,277608,Fair,>90,36-43,NV,Purchase,PrimaryResidence,SingleFamily,2018
LN0001542,83917,Excellent,60-75,<=28,IL,Purchase,Investment,MultiUnit,2020
LN0001543,187213,Good,>90,28-36,GA,Purchase,PrimaryResidence,SingleFamily,2020
LN0001544,173281,Excellent,60-75,36-43,TX,Refinance,PrimaryResidence,MultiUnit,2019
LN0001545,410004,Good,60-75,28-36,OH,Purchase,PrimaryResidence,Condo,2021
LN0001546,183842,Good,75-90,36-43,OH,Purchase,PrimaryResidence,SingleFamily,2018
LN0001547,269411,Excellent,<=60,28-36,OH,Purchase,PrimaryResidence,SingleFamily,2022
LN0001548,82381,Fair,75-90,28-36,CA,Refinance,Investment,SingleFamily,2022
LN0001549,166728,Good,75-90,28-36,IL,Purchase,SecondHome,Condo,2018
LN0001550,130199,Good,60-75,36-43,FL,Purchase,Investment,SingleFamily,2020
LN0001551,685398,Excellent,>90,<=28,NV,Refinance,PrimaryResidence,Condo,2018
LN0001552,142429,Good,60-75,>43,WA,Refinance,PrimaryResidence,Condo,2021
LN0001553,206207,Good,75-90,28-36,GA,CashOut,PrimaryResidence,SingleFamily,2019
LN0001554,211776,Good,<=60,<=28,IL,Refinance,PrimaryResidence,MultiUnit,2020
LN0001555,89792,Excellent,<=60,36-43,TX,Refinance,PrimaryResidence,SingleFamily,2022
LN0001556,152814,Fair,60-75,28-36,GA,Purchase,PrimaryResidence,Condo,2021
LN0001557,243380,Poor,>90,<=28,GA,Purchase,PrimaryResidence,SingleFamily,2022
LN0001558,207494,Good,<=60,>43,NY,Refinance,PrimaryResidence,SingleFamily,2021
LN0001559,62931,Fair,>90,36-43,GA,Purchase,PrimaryResidence,Condo,2020
LN0001560,149717,Poor,60-75,28-36,NY,Refinance,PrimaryResidence,SingleFamily,2018
LN0001561,331177,Poor,60-75,36-43,GA,CashOut,Investment,MultiUnit,2018
LN0001562,266761,Fair,60-75,28-36,NY,Purchase,PrimaryResidence,Condo,2020
LN0001563,365498,Poor,<=60,28-36,OH,Refinance,PrimaryResidence,Condo,2020
LN0001564,121440,Poor,>90,<=28,AZ,Purchase,PrimaryResidence,SingleFamily,2020
LN0001565,377175,Fair,60-75,<=28,IL,Purchase,PrimaryResidence,Townhouse,2022
LN0001566,194424,Good,75-90,28-36,CA,Purchase,PrimaryResidence,Townhouse,2018
LN0001567,440696,Excellent,75-90,28-36,GA,Refinance,Investment,SingleFamily,2021
LN0001568,199117,Excellent,60-75,36-43,NV,CashOut,SecondHome,SingleFamily,2021
LN0001569,71414,Good,75-90,28-36,OH,Purchase,PrimaryResidence,Townhouse,2021
LN0001570,303952,Good,>90,28-36,NY,Refinance,PrimaryResidence,SingleFamily,2019
LN0001571,159252,Good,75-90,36-43,WA,Purchase,PrimaryResidence,SingleFamily,2020
LN0001572,164700,Good,60-75,>43,NY,Purchase,Investment,Townhouse,2018
LN0001573,96129,Good,75-90,28-36,OH,Refinance,PrimaryResidence,SingleFamily,2018
LN0001574,447351,Fair,75-90,>43,OH,Refinance,PrimaryResidence,Townhouse,2022
LN0001575,153192,Excellent,60-75,36-43,GA,Refinance,Investment,SingleFamily,2021
LN0001576,436925,Excellent,75-90,<=28,NY,CashOut,PrimaryResidence,SingleFamily,2022
LN0001577,160232,Fair,60-75,28-36,TX,Purchase,PrimaryResidence,SingleFamily,2021
LN0001578,125007,Fair,75-90,<=28,GA,Refinance,PrimaryResidence,SingleFamily,2019
LN0001579,384525,Poor,>90,36-43,NY,Purchase,PrimaryResidence,Townhouse,2022
LN0001580,191632,Poor,>90,28-36,NV,Refinance,PrimaryResidence,Condo,2021
LN0001581,192569,Poor,75-90,28-36,CA,Purchase,PrimaryResidence,Townhouse,2018
LN0001582,104734,Good,75-90,36-43,AZ,Purchase,PrimaryResidence,SingleFamily,2018
LN0001583,158132,Good,75-90,28-36,OH,Refinance,PrimaryResidence,Townhouse,2021
LN0001584,246310,Good,<=60,28-36,WA,Purchase,PrimaryResidence,Condo,2021
LN0001585,103819,Fair,60-75,>43,NV,Refinance,PrimaryResidence,SingleFamily,2018
LN0001586,151820,Poor,60-75,>43,OH,CashOut,PrimaryResidence,SingleFamily,2020
LN0001587,161099,Good,<=60,36-43,CA,Purchase,PrimaryResidence,SingleFamily,2022
LN0001588,205503,Good,>90,<=28,NY,Refinance,PrimaryResidence,SingleFamily,2021
LN0001589,416557,Good,>90,<=28,AZ,CashOut,PrimaryResidence,Townhouse,2022
LN0001590,171103,Excellent,60-75,<=28,OH,Refinance,PrimaryResidence,Townhouse,2019
LN0001591,140751,Excellent,60-75,28-36,TX,Purchase,PrimaryResidence,SingleFamily,2018
LN0001592,784800,Excellent,75-90,<=28,TX,Refinance,PrimaryResidence,SingleFamily,2019
LN0001593,160076,Poor,60-75,>43,NV,Refinance,SecondHome,SingleFamily,2021
LN0001594,180713,Good,75-90,36-43,CA,Refinance,PrimaryResidence,MultiUnit,2022
LN0001595,166221,Fair,>90,28-36,NV,Refinance,PrimaryResidence,Condo,2021
LN0001596,173098,Fair,60-75,28-36,WA,Purchase,PrimaryResidence,SingleFamily,2018
LN0001597,206669,Excellent,60-75,28-36,AZ,Refinance,PrimaryResidence,SingleFamily,2020
LN0001598,315022,Excellent,60-75,28-36,FL,Purchase,PrimaryResidence,Townhouse,2018
LN0001599,243286,Fair,<=60,36-43,NY,CashOut,PrimaryResidence,SingleFamily,2021
LN0001600,340628,Good,60-75,<=28,OH,Refinance,PrimaryResidence,SingleFamily,2020
LN0001601,335043,Poor,<=60,36-43,TX,CashOut,PrimaryResidence,Condo,2020
LN0001602,220637,Excellent,<=60,<=28,TX,Purchase,PrimaryResidence,Townhouse,2020
LN0001603,239942,Fair,60-75,28-36,GA,Purchase,Investment,Condo,2021
LN0001604,346060,Fair,<=60,>43,CA,Purchase,PrimaryResidence,MultiUnit,2018
LN0001605,114050,Excellent,75-90,<=28,NV,Purchase,PrimaryResidence,MultiUnit,2022
LN0001606,693222,Good,<=60,<=28,GA,Purchase,PrimaryResidence,SingleFamily,2020
LN0001607,153846,Poor,>90,36-43,OH,Refinance,PrimaryResidence,Condo,2020
LN0001608,166794,Good,60-75,28-36,WA,Purchase,SecondHome,MultiUnit,2019
LN0001609,108450,Good,<=60,<=28,GA,CashOut,PrimaryResidence,SingleFamily,2018
LN0001610,110075,Good,<=60,<=28,NV,Purchase,PrimaryResidence,Condo,2021
LN0001611,323520,Good,75-90,<=28,CA,Purchase,PrimaryResidence,SingleFamily,2019
LN0001612,618527,Fair,60-75,28-36,FL,Refinance,Investment,MultiUnit,2022
LN0001613,149698,Fair,60-75,<=28,GA,Purchase,PrimaryResidence,SingleFamily,2021
LN0001614,236489,Good,<=60,36-43,TX,Refinance,PrimaryResidence,SingleFamily,2020
LN0001615,221922,Fair,>90,>43,FL,Refinance,PrimaryResidence,Condo,2018
LN0001616,327787,Excellent,<=60,<=28,CA,Refinance,PrimaryResidence,SingleFamily,2020
LN0001617,602809,Excellent,60-75,28-36,CA,Refinance,PrimaryResidence,SingleFamily,2022
LN0001618,425273,Good,>90,<=28,IL,Refinance,PrimaryResidence,SingleFamily,2020
LN0001619,176428,Poor,60-75,28-36,GA,CashOut,Investment,MultiUnit,2021
LN0001620,258948,Excellent,60-75,<=28,TX,Purchase,PrimaryResidence,Townhouse,2018
LN0001621,272128,Excellent,75-90,36-43,NV,Purchase,PrimaryResidence,Condo,2020
LN0001622,196802,Good,60-75,28-36,OH,Refinance,Investment,SingleFamily,2021
LN0001623,114924,Fair,<=60,28-36,GA,Purchase,PrimaryResidence,Condo,2020
LN0001624,133333,Excellent,60-75,36-43,CA,Refinance,PrimaryResidence,Condo,2022
LN0001625,352948,Good,<=60,36-43,WA,Refinance,PrimaryResidence,SingleFamily,2020
LN0001626,371629,Fair,>90,28-36,NV,Purchase,SecondHome,SingleFamily,2022
LN0001627,179192,Good,75-90,<=28,FL,Purchase,PrimaryResidence,SingleFamily,2021
LN0001628,226506,Excellent,75-90,>43,WA,Refinance,PrimaryResidence,SingleFamily,2022
LN0001629,361722,Excellent,60-75,28-36,WA,Purchase,PrimaryResidence,Condo,2020
LN0001630,84784,Good,75-90,36-43,GA,Purchase,PrimaryResidence,SingleFamily,2020
LN0001631,159026,Good,75-90,36-43,NV,Refinance,Investment,SingleFamily,2019
LN0001632,545215,Poor,<=60,28-36,TX,Refinance,PrimaryResidence,SingleFamily,2021
LN0001633,230880,Fair,>90,<=28,CA,Refinance,PrimaryResidence,Condo,2022
LN0001634,113028,Fair,75-90,<=28,CA,Purchase,PrimaryResidence,SingleFamily,2018
LN0001635,210794,Poor,75-90,28-36,FL,Purchase,PrimaryResidence,SingleFamily,2022
LN0001636,331279,Good,60-75,28-36,NY,Refinance,SecondHome,SingleFamily,2022
LN0001637,55644,Good,<=60,36-43,AZ,Purchase,PrimaryResidence,SingleFamily,2021
